add-none,1,20,40,135768,3394,0
add-none,1,40,80,136258,1703,0
add-none,1,80,160,142287,889,0
add-none,1,100,200,139993,699,0
add-none,1,1000,2000,208063,104,0
add-none,1,10000,20000,287671,14,0
add-none,1,100000,200000,1796625,8,0
add-yield-m,2,10000,40000,43032176,1075,0
add-yield-m,4,10000,80000,107305748,1341,0
add-yield-m,8,10000,160000,243410911,1521,0
add-yield-m,12,10000,240000,381201429,1588,0
add-yield-c,2,10000,40000,27182705,679,0
add-yield-c,4,10000,80000,60539205,756,0
add-yield-c,8,10000,160000,132546206,828,0
add-yield-c,12,10000,240000,219747431,915,0
add-yield-s,2,1000,4000,3081781,770,0
add-yield-s,4,1000,8000,9167243,1145,0
add-yield-s,8,1000,16000,26296567,1643,0
add-yield-s,12,1000,24000,48571574,2023,0
add-m,1,10000,20000,784927,39,0
add-m,2,10000,40000,3895887,97,0
add-m,4,10000,80000,11553926,144,0
add-m,8,10000,160000,24649065,154,0
add-m,12,10000,240000,37699627,157,0
add-c,1,10000,20000,535329,26,0
add-c,2,10000,40000,3831058,95,0
add-c,4,10000,80000,9622553,120,0
add-c,8,10000,160000,23716850,148,0
add-c,12,10000,240000,34334441,143,0
add-s,1,10000,20000,373092,18,0
add-s,2,10000,40000,4477601,111,0
add-s,4,10000,80000,22785272,284,0
add-s,8,10000,160000,83042240,519,0
add-s,12,10000,240000,164472631,685,0
